City,Name,Cuisine,Neighborhood,OpenTable_URL
Portland,Nodoguro,Japanese Speciality,Downtown,https://www.opentable.com/r/nodoguro-portland
Portland,Xiao Ye,American,Northeast Portland,https://www.opentable.com/r/xiao-ye-portland
Portland,Han Oak,Korean,Northeast Portland,https://www.opentable.com/r/han-oak-portland
Portland,Hayward,Farm-to-table,McMinnville,https://www.opentable.com/r/hayward-carlton
Raleigh,Poole's Diner,American,Raleigh,https://www.opentable.com/r/pooles-diner-raleigh
Raleigh,Tamasha Modern Indian,Indian,Raleigh,https://www.opentable.com/r/tamasha-modern-indian-raleigh-1
Raleigh,Death & Taxes,American,Raleigh,https://www.opentable.com/r/death-and-taxes-raleigh
Raleigh,La Terrazza,Mediterranean,Raleigh,https://www.opentable.com/r/la-terrazza-raleigh
Raleigh,Herons,American,Cary,https://www.opentable.com/r/herons-cary
Rhode Island,Hemenway's,Seafood,Providence,https://www.opentable.com/r/iron-works-warwick
Rhode Island,Gracie's,Contemporary American,Providence,
Rhode Island,Waterman Grille,American,Providence,https://www.opentable.com/r/iron-works-warwick
Rhode Island,Los Andes Restaurant,Peruvian,Providence,https://www.opentable.com/r/los-andes-restaurant-providence
Richmond,Stella's - Richmond,Greek,Richmond,
Salt Lake City,Prohibition,American,Murray,https://www.opentable.com/r/prohibition-salt-lake-city
Salt Lake City,Monte,Contemporary American,South Salt Lake,https://www.opentable.com/r/monte-south-salt-lake
Salt Lake City,Sunday's Best at the Post District,Breakfast,Downtown,https://www.opentable.com/r/sundays-best-at-the-post-district-salt-lake-city
Salt Lake City,Matteo Ristorante Italiano,Italian,Salt Lake City,https://www.opentable.com/r/matteo-ristorante-italiano-salt-lake-city
Salt Lake City,Cosmica,Italian,People's Freeway,https://www.opentable.com/r/cosmica-salt-lake-city
Salt Lake City,Chase Sapphire Reserve presents Frasca Food and Wine,Italian,Park City,
San Antonio,Clementine,Contemporary American,North Central,https://www.opentable.com/r/clementine-san-antonio-castle-hills
San Diego,C-Level,Cocktail Bar,Downtown,https://www.opentable.com/r/c-level-san-diego
San Diego,Ironside Fish & Oyster,Seafood,Little Italy,https://www.opentable.com/r/fortunate-son-san-diego
San Diego,Coasterra,Mexican,Harbor Island,https://www.opentable.com/r/coasterra-san-diego-3
San Diego,Marisi,Italian,La Jolla,https://www.opentable.com/r/marisi-la-jolla
San Diego,Herb & Wood,Californian,Little Italy,https://www.opentable.com/r/le-coq-san-diego
San Diego,Animae,Contemporary Asian,Downtown,https://www.opentable.com/r/animae-san-diego
San Diego,Juniper & Ivy,Farm-to-table,Little Italy,https://www.opentable.com/r/juniper-and-ivy-san-diego
San Diego,Kettner Exchange,Contemporary American,Little Italy,https://www.opentable.com/r/kettner-exchange-san-diego
San Diego,Island Prime,Steakhouse,Downtown,https://www.opentable.com/r/island-prime-san-diego-4
San Diego,The Marine Room,Seafood,La Jolla,https://www.opentable.com/r/the-marine-room-la-jolla
San Diego,Paradisaea,Californian,La Jolla,https://www.opentable.com/r/paradisaea-la-jolla
San Diego,Solare Ristorante Lounge,Italian,Point Loma,https://www.opentable.com/r/solare-ristorante-lounge-san-diego
San Diego,The Whaling Bar,Californian,La Jolla,https://www.opentable.com/r/the-whaling-bar-san-diego
San Diego,Casa Gabriela,Mexican,La Mesa,https://www.opentable.com/r/casa-gabriela-la-mesa
San Diego,Herb & Sea,Californian,Encinitas,https://www.opentable.com/r/herb-and-sea-encinitas
San Diego,KINDRED,Vegetarian / Vegan,South Park,https://www.opentable.com/r/kindred-san-diego
San Diego,Vintana Wine & Dine,American,Escondido,https://www.opentable.com/r/the-prado-at-balboa-park-san-diego
San Diego,Lilo,Californian,Carlsbad,https://www.opentable.com/r/lilo-carlsbad
San Diego,Jeune et Jolie,Contemporary French,Carlsbad,https://www.opentable.com/r/jeune-et-jolie-san-diego
San Francisco,Burdell,Soul food,Oakland,https://www.opentable.com/r/burdell-oakland
San Francisco,Popoca,Latin American,Oakland,https://www.opentable.com/r/popoca-oakland
San Francisco,Che Fico San Francisco,Italian,North Panhandle / USF,https://www.opentable.com/r/che-fico-pizzeria-chase-center-san-francisco
San Francisco,The Progress,Contemporary American,Western Addition,https://www.opentable.com/r/the-progress-san-francisco-1
San Francisco,Angler San Francisco,American,Financial District / Embarcadero,https://www.opentable.com/r/angler-san-francisco
San Francisco,Niku Steakhouse,Steakhouse,SOMA,https://www.opentable.com/r/niku-steakhouse-san-francisco
San Francisco,Bodega SF,Vietnamese,Financial District / Embarcadero,https://www.opentable.com/r/bodega-sf-san-francisco
San Francisco,Rich Table,Californian,Western Addition,https://www.opentable.com/r/rich-table-san-francisco
San Francisco,Gary Danko,Contemporary French / American,Fisherman's Wharf,
San Francisco,little shucker,Seafood,Pacific Heights,https://www.opentable.com/r/little-shucker-san-francisco
San Francisco,Saison Cellar & Wine Bar - San Francisco,Wine Bar,SOMA,
San Francisco,Aziza,Californian,Richmond District,https://www.opentable.com/r/aziza-san-francisco
San Francisco,Hilda and Jesse,Contemporary American,North Beach,https://www.opentable.com/r/hilda-and-jesse-san-francisco
San Francisco,Saison,American,SOMA,https://www.opentable.com/r/saison-san-francisco-2
San Francisco,Californios,Mexican,SOMA,https://www.opentable.com/r/californios-san-francisco
San Francisco,Selby's,American,Menlo Park,https://www.opentable.com/r/selbys-redwood-city
San Francisco,O' by Claude Le Tohic,Contemporary French,Downtown / Union Square,https://www.opentable.com/r/o-by-claude-le-tohic-san-francisco
San Francisco,Nisei,Japanese,Russian Hill,https://www.opentable.com/r/nisei-san-francisco
San Francisco,PRESS Restaurant,American,St. Helena,https://www.opentable.com/r/press-restaurant-st-helena
San Francisco,SingleThread Restaurant & Inn,Californian,Healdsburg,
San Francisco,Chez Noir,French,Carmel,https://www.opentable.com/r/chez-noir-carmel-by-the-sea
San Francisco,Ella Dining Room and Bar,Contemporary American,Sacramento,
San Francisco,Camden Spit and Larder,American,Sacramento,https://www.opentable.com/r/camden-spit-and-larder-sacramento
San Francisco,Canon,American,Sacramento,https://www.opentable.com/r/foreign-cinema-san-francisco
Seattle,Lark,Contemporary American,Capitol Hill / First Hill,https://www.opentable.com/r/the-lark-santa-barbara
Seattle,Atoma Seattle,Contemporary American,Wallingford,https://www.opentable.com/r/atoma-seattle
Seattle,Westward,Northwest,Wallingford,https://www.opentable.com/r/deep-dive-seattle
Seattle,Takai by Kashiba,Sushi,Bellevue,https://www.opentable.com/r/takai-by-kashiba-bellevue
Seattle,Cafe Juanita,Italian,Kirkland,https://www.opentable.com/r/cafe-juanita-kirkland
Seattle,TOMO,American,White Center,https://www.opentable.com/r/tomo-seattle
St. Louis,Olive + Oak,American,St. Louis,https://www.opentable.com/r/olive-and-oak-saint-louis
St. Louis,Madrina,Italian,Webster Groves,https://www.opentable.com/r/madrina-saint-louis
St. Louis,Idol Wolf - 21c Museum Hotel St. Louis,Spanish,St. Louis,
Tampa,Psomi,Greek,Tampa,https://www.opentable.com/r/psomi-tampa
Tampa,Predalina,Mediterranean,Tampa,https://www.opentable.com/r/predalina-tampa
Tampa,Fortu,Contemporary Asian,St. Petersburg,https://www.opentable.com/r/fortu-st-petersburg
Tampa,Il Ritorno,Italian,St. Petersburg,https://www.opentable.com/r/il-ritorno-st-petersburg
Tulsa,Ava June,French,East Village,https://www.opentable.com/r/ava-june-tulsa
Tulsa,Amelia's Wood-Fired Cuisine,American,Tulsa,https://www.opentable.com/r/amelias-woodfired-cuisine-tulsa
Tulsa,LoFi,Pizzeria,Tulsa,https://www.opentable.com/r/lofi-tulsa
Washington DC,Amazonia,Peruvian,Mount Vernon Square,https://www.opentable.com/r/amazonia-washington
Washington DC,Dauphine's,Contemporary American,Downtown,https://www.opentable.com/r/dauphines-washington
Washington DC,Thip Khao,Laotian,Columbia Heights / Brightwood,https://www.opentable.com/r/thip-khao-washington
Washington DC,Bresca,Contemporary French / American,U Street Corridor,https://www.opentable.com/r/bresca-washington
Washington DC,Elmina,African,U Street Corridor,https://www.opentable.com/r/elmina-washington
Washington DC,Causa,Peruvian,Shaw,https://www.opentable.com/r/causa-washington
Washington DC,Service Bar,Cocktail Bar,Mount Vernon Square,https://www.opentable.com/r/service-bar-washington
Washington DC,Xiquet by Danny Lledó,Spanish,Georgetown,https://www.opentable.com/r/xiquet-by-danny-lledo-washington
Washington DC,El Taller del Xiquet,Spanish,Georgetown,https://www.opentable.com/r/el-estudio-xiquet-washington
Washington DC,The Duck and the Peach,American,Capitol Hill,https://www.opentable.com/r/the-duck-and-the-peach-washington
Washington DC,The Ruxton,Steakhouse,Harbor East,https://www.opentable.com/r/the-ruxton-baltimore
Washington DC,Azumi,Japanese,Harbor East,https://www.opentable.com/r/azumi-houston
Washington DC,MARTA,Contemporary American,Upper Fells Point,https://www.opentable.com/r/marta-baltimore
Washington DC,Cypriana - Homewood,Mediterranean,Hampden,https://www.opentable.com/r/cypriana-homewood-baltimore
West Palm Beach,Stage Kitchen & Bar - Boca,American,Boca Raton,https://www.opentable.com/r/stage-kitchen-and-bar-boca-raton
West Palm Beach,The Butcher's Club at PGA National Resort,Steak,Palm Beach Gardens,
West Palm Beach,Nicholson Muir Meats,Steakhouse,Boynton Beach,https://www.opentable.com/r/nicholson-muir-meats-boynton-beach
West Palm Beach,Taki Omakase - Delray,Sushi,Delray Beach,https://www.opentable.com/r/taki-omakase-delray-delray-beach
