name,city,state,country,address,website,lat,lon,place_id,google_maps_url,google_name
Ani Ramen - Montclair,Newark,NJ,USA,"511 Bloomfield Ave, Montclair, NJ 07042, USA",http://www.aniramen.com/,40.8149868,-74.2184943,ChIJ-cgqnExVwokRh7ki1Rma_pM,https://maps.google.com/?cid=10664130403400595847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ani Ramen House
American Whiskey Newark,Newark,NJ,USA,"51 Edison Pl, Newark, NJ 07102, USA",https://www.americanwhiskeynewark.com/,40.7344205,-74.1703047,ChIJn3H7LCJTwokR0MyDoK2B9iY,https://maps.google.com/?cid=2807574000434400464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,American Whiskey Newark
Consigliere Wine Bar,Newark,NJ,USA,"31 Warren St, Newark, NJ 07102, USA",https://www.consiglierewine.com/,40.7395571,-74.1735509,ChIJ9bAXXzhTwokRKKqwl2vu4w8,https://maps.google.com/?cid=1145020876156086824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Consigliere
Little Tijuana Restaurant & Lounge,Newark,NJ,USA,"538 Market St, Newark, NJ 07105, USA",http://www.littletijuana.com/,40.7317,-74.1552141,ChIJB6BjjYRTwokRjVz8cBGRmNk,https://maps.google.com/?cid=15679441606786440333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Little Tijuana
Eko Atlantic Restaurant and Lounge,Newark,NJ,USA,"42 Commerce St #4003, Newark, NJ 07102, USA",https://www.ekoatlanticrestaurant.com/,40.7362892,-74.1694795,ChIJ1_PI4TFTwokRdXgMAFxIOLg,https://maps.google.com/?cid=13274439461649545333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Eko Atlantic Restaurant and lounge
Craftsman Kitchen & Terrace,Newark,OH,USA,"2299 Cherry Valley Rd SE #2, Newark, OH 43055, USA",https://craftsmankitchenandterrace.com/,40.0521696,-82.476595,ChIJ__-_3eIVOIgRAeHTS_MxRbI,https://maps.google.com/?cid=12845728433163198721&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Craftsman Kitchen & Terrace
The Poynt,Newburyport,MA,USA,"31 Water St, Newburyport, MA 01950, USA",http://www.poyntnewburyport.com/,42.811765799999996,-70.8674927,ChIJw21aZAfh4okRu30xynvJ9yo,https://maps.google.com/?cid=3096164802350906811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Poynt Newburyport
Casadoro,Newington Ct,CT,USA,"2929 Berlin Tpke, Newington, CT 06111, USA",https://www.casadoroct.com/,41.6696532,-72.718716,ChIJbcn5ZJ-z54kRG96eW-sMSps,https://maps.google.com/?cid=11189770429149404699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Casadoro Ristorante & Bar
"Benihana - Newport Beach, CA",Newport Beach,CA,USA,"4250 Birch St, Newport Beach, CA 92660, USA",https://www.benihana.com/,33.666828699999996,-117.8670021,ChIJT72y5lfe3IARHRNAakPn580,https://maps.google.com/?cid=14837081774126797597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Benihana - Newport Beach
CasaDamí,Newport Beach,CA,USA,"2210 Newport Blvd, Newport Beach, CA 92663, USA",https://casadami.com/,33.6102215,-117.92814969999999,ChIJVzTQ0a8f3YARUKEkLZMt-Us,https://maps.google.com/?cid=5474456932186366288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,CasaDamí
Mambo Cuban Restaurant and Lounge,Newark,NJ,USA,"705 Frank E Rodgers Blvd S, Harrison, NJ 07029, USA",https://mambocubanrestaurant.com/mambocubanrestaurantloungeharrison-0hgvwg?utm_source=google,40.740621,-74.15604499999999,ChIJqScCBQBVwokR7z7OlqxCXW8,https://maps.google.com/?cid=8024643420075998959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mambo Cuban Restaurant & Lounge Harrison
Moulin - Bouillon Restaurant,Newport Beach,CA,USA,"1000 Bristol St N Unit 11, Newport Beach, CA 92660, USA",https://www.moulin.com/bouillon/,33.6580581,-117.86646270000001,ChIJTWJTxSLf3IARRBYhKhjjqfs,https://maps.google.com/?cid=18134275067509544516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bouillon NEWPORT
Fable & Spirit,Newport Beach,CA,USA,"3441 Via Lido, Newport Beach, CA 92663, USA",https://www.fableandspirit.com/,33.6180116,-117.92911950000001,ChIJ_yEoWbYh3YAR3_RR0kdwBRk,https://maps.google.com/?cid=1802970679605327071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Fable & Spirit
Skal Pizza,Newport Beach,CA,USA,"3400 Via Oporto Suite 104, Newport Beach, CA 92663, USA",http://skalpizza.com/,33.6182168,-117.9279895,ChIJ2Tay0a4h3YARD6scjKNnr_8,https://maps.google.com/?cid=18424058552724007695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Skal Pizza
The Royal Hen,Newport Beach,CA,USA,"311 Marine Ave, Newport Beach, CA 92662, USA",http://theroyalhen.com/,33.607476999999996,-117.89002719999999,ChIJ__-Tfm_g3IARK_BkZNlVEnU,https://maps.google.com/?cid=8435899444198961195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Royal Hen
Zinc Cafe & Bar - Corona Del Mar,Newport Beach,CA,USA,"3222 East Coast Hwy, Corona Del Mar, CA 92625, USA",http://www.zinccafe.com/,33.5969905,-117.87092659999998,ChIJXZarIfHg3IARIdj3Y8_9vv8,https://maps.google.com/?cid=18428445792423893025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Zinc Café & Bar
Circa 1918 Kitchen + Bar,Newport News,VA,USA,"10367 Warwick Blvd, Newport News, VA 23601, USA",http://www.circa1918kitchenandbar.com/,37.0330389,-76.4621806,ChIJQUMW2AN4sIkR87i50Mc-idU,https://maps.google.com/?cid=15386898629809256691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Circa 1918 Kitchen and Bar
Steak and Tonic,Newport News,VA,USA,"11810 Fountain Way Suite A, Newport News, VA 23606, USA",https://steakandtonic.com/,37.0852368,-76.4721082,ChIJbyPhjM55sIkR9Gd4i3P2VKM,https://maps.google.com/?cid=11769302702347544564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Steak & Tonic
Audette,Newport,RI,USA,"505 Thames St, Newport, RI 02840, USA",https://www.audettenewport.com/,41.4792657,-71.3144483,ChIJC8KpYx-v5YkR63TLMVchTtI,https://maps.google.com/?cid=15154086454529586411&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Audette
Afternoon Tea & Dining at The Chinese Tea House,Newport,RI,USA,"Cliff Walk, Newport, RI 02840, USA",https://www.newportmansions.org/explore/marble-house,41.4619102,-71.3040895,ChIJCZHLYO6l5YkRcvunIO2flOY,https://maps.google.com/?cid=16615080766080547698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese Tea House at Marble House
Chomp Newport,Newport,RI,USA,"111 Broadway, Newport, RI 02840, USA",https://www.chompri.com/location/chomp-kitchen-and-drinks-newport/,41.4932703,-71.3098318,ChIJw8S0aACv5YkRHyNDD4ln73U,https://maps.google.com/?cid=8498124860235653919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chomp Kitchen and Drinks
Giusto,Newport,RI,USA,"Giusto, 4 Commercial Wharf, Newport, RI 02840, USA",http://www.giustonewport.com/,41.4849135,-71.3156843,ChIJjSngFbCv5YkRRMs6Sbyi1sM,https://maps.google.com/?cid=14111645411978169156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Giusto
Little Clam,Newport,RI,USA,"151 Admiral Kalbfus Rd, Newport, RI 02840, USA",https://www.wayfindernewport.com/eat-drink/little-clam/?utm_source=GMB&utm_medium=Referral&utm_campaign=Little+Clam+GMB,41.5089646,-71.3126147,ChIJTQMp2v2v5YkR9bwJYVbjZjY,https://maps.google.com/?cid=3920070485807316213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Little Clam
Mamma Luisa Restaurant,Newport,RI,USA,"673 Thames St, Newport, RI 02840, USA",http://www.mammaluisa.com/,41.474112,-71.313987,ChIJAZdL9Iql5YkRsGU7WWxYk-M,https://maps.google.com/?cid=16398547890562885040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mamma Luisa Ristorante Italiano
Lucia Restaurant,Newport,RI,USA,"190B Thames St #186B, Newport, RI 02840, USA",http://www.luciarestaurant.com/,41.4882975,-71.3148896,ChIJhcP2Gmmv5YkRg3O-_Zfhhmk,https://maps.google.com/?cid=7604013063775089539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Lucia | Italian Restaurant
Mother Pizzeria,Newport,RI,USA,"49 Long Wharf Mall, Newport, RI 02840, USA",http://www.motherpizzeria.com/,41.489986599999995,-71.31681669999999,ChIJ34QMe9qv5YkRR-NnyKqzC9Q,https://maps.google.com/?cid=15279503706872603463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mother Pizzeria
Stoneacre Brasserie,Newport,RI,USA,"28 Washington Square, Newport, RI 02840, USA",http://stoneacrebrasserie.com/,41.490325,-71.31409599999999,ChIJd_anLGqv5YkRwI4JNoW8F5s,https://maps.google.com/?cid=11175608280666443456&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Stoneacre Brasserie
Stoneacre Garden,Newport,RI,USA,"151 Swinburne Row, Newport, RI 02840, USA",https://www.stoneacregarden.com/,41.48830830000001,-71.315732,ChIJU5_T216v5YkRneqxIp1gwZo,https://maps.google.com/?cid=11151300380354275997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Stoneacre Garden
The Lobster Bar,Newport,RI,USA,"31 Bowens Wharf, Newport, RI 02840, USA",http://lobsterbarri.com/,41.4866046,-71.3173482,ChIJv8htTG-v5YkRsjFONYQDWqI,https://maps.google.com/?cid=11698666848413168050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Lobster Bar
The Landing,Newport,RI,USA,"30 Bowens Wharf, Newport, RI 02840, USA",http://thelandingrestaurantnewport.com/,41.4867542,-71.31700810000001,ChIJV-H_tGiv5YkRT8Sb8FGRWE4,https://maps.google.com/?cid=5645421914024035407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Landing Restaurant
Pasta Beach - Newport,Newport,RI,USA,"138 Bellevue Ave, Newport, RI 02840, USA",http://www.pastabeach.com/,41.4843547,-71.3084803,ChIJM-Q32lyv5YkRYqRMmxEAgCM,https://maps.google.com/?cid=2558044663966377058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Pasta Beach Newport
Perro Salado,Newport,RI,USA,"19 Charles St, Newport, RI 02840, USA",http://www.perrosalado.com/,41.4907532,-71.3143387,ChIJQ_wN0muv5YkRHgBTfJc_2pk,https://maps.google.com/?cid=11086243352584323102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Perro Salado
Da LaPosta,Newton,MA,USA,"825 Washington St, Newton, MA 02460, USA",http://dalaposta.com/,42.3518209,-71.2070395,ChIJH_iBSsiD44kRECDKBO9E1VA,https://maps.google.com/?cid=5824637486441832464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,da LaPosta
Fiorella's Cucina - Newtonville,Newton,MA,USA,"187 North St, Newton, MA 02460, USA",https://www.fiorellas.com/,42.3653285,-71.21830849999999,ChIJ4W9nLceC44kRh5roPE-Djxk,https://maps.google.com/?cid=1841835148965354119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Fiorella's Cucina
The Carriage House at the Elms,Newport,RI,USA,"428 Spring St, Newport, RI 02840, USA",https://resy.com/cities/newport-ri/venues/elms-carriage-house-presented-by-stoneacre?date=2025-07-17&seats=2,41.4784558,-71.3108809,ChIJd6_XWgCv5YkRSHnQtyWvWqc,https://maps.google.com/?cid=12059143528770468168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Carriage House
Shaking Crab (Newton),Newton,MA,USA,"203 Adams St, Newton, MA 02458, USA",https://www.shakingcrab.com/locations/newton,42.35801800000001,-71.200026,ChIJvX55cqKC44kRyTXbnZYqbP8,https://maps.google.com/?cid=18405132603538224585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Shaking Crab (Newton)
Blue Heron Tavern,Newton,NJ,USA,"912 Swartswood Rd, Newton, NJ 07860, USA",https://northshorehouse.com/blue-heron-tavern/,41.0798063,-74.8269072,ChIJx9Gw1Yplw4kRPM4JCPB8LME,https://maps.google.com/?cid=13919637918664216124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Blue Heron Tavern
Árdana Food & Drink Newtown,Newtown,PA,USA,"2948 S Eagle Rd, Newtown, PA 18940, USA",https://www.ardanafoodanddrink.com/,40.235949999999995,-74.94214,ChIJT4XX_rxVwYkRlw6pjGLZzeg,https://maps.google.com/?cid=16775303204314877591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Árdana Food & Drink
Blue Point Grill - Newtown,Newtown,PA,USA,"3 W Rd, Newtown, PA 18940, USA",http://www.bluepointgrillnewtown.com/,40.23589,-74.9441216,ChIJ8QvzUK1VwYkRuuucI7Y34y8,https://maps.google.com/?cid=3450662994916993978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Blue Point Grill
Harvest Seasonal Grill & Wine Bar Newtown,Newtown,PA,USA,"2865 S Eagle Rd, Newtown, PA 18940, USA",https://harvestseasonal.com/,40.2357309,-74.9394701,ChIJDQtPWelUwYkRSsMedXXXCdI,https://maps.google.com/?cid=15134864922231358282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Harvest Seasonal Grill - Newtown
La Stalla,Newtown,PA,USA,"18 Swamp Rd, Newtown, PA 18940, USA",http://www.lastallarestaurant.com/,40.2298622,-74.9398868,ChIJs47Ox5RUwYkRCEZfSXOtvME,https://maps.google.com/?cid=13960223655605519880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,La Stalla
Carmine's Eatery,Newtown Square,PA,USA,"3570 West Chester Pike, Newtown Square, PA 19073, USA",https://carmineseatery.com/,39.984913899999995,-75.39775589999999,ChIJ7bWf7ajrxokR3HkCfNA2R2o,https://maps.google.com/?cid=7658149960428452316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Carmine's Eatery
Alfredo's Italian Kitchen,Newtown Square,PA,USA,"4799 West Chester Pike, Newtown Square, PA 19073, USA",https://alfredoitaliankitchen.com/,39.977156699999995,-75.4414974,ChIJDXPAb53txokR_kUG4TdBMHw,https://maps.google.com/?cid=8948724167839467006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Alfredo's Italian Kitchen
Oishi,Newtown,PA,USA,"2808 S Eagle Rd, Newtown, PA 18940, USA",http://eatoishi.com/,40.2338649,-74.94181669999999,ChIJQ3cIu-tUwYkR-Wdm8fG7vjw,https://maps.google.com/?cid=4377142535662233593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Oishi
Fellini Cafe Newtown Square,Newtown Square,PA,USA,"3541 West Chester Pike, Newtown Square, PA 19073, USA",https://www.fellininewtownsquare.com/,39.9866544,-75.39727309999999,ChIJbRr5-ajrxokRqQfnSKkMVEk,https://maps.google.com/?cid=5283862184024541097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Fellini Newtown Square 🍝🍷🇮🇹
Ristorante La Locanda,Newtown Square,PA,USA,"4989 West Chester Pike, Newtown Square, PA 19073, USA",http://www.lalocandapa.com/,39.9750139,-75.4500889,ChIJZ5JyPRPsxokRgNaRsmYEW-Y,https://maps.google.com/?cid=16598865690733172352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,La Locanda Ristorante
Teikoku,Newtown Square,PA,USA,"5492 West Chester Pike, Newtown Square, PA 19073, USA",http://www.teikokurestaurant.com/,39.971472,-75.469919,ChIJ7TubCYbAxokR41eEkrhJAH4,https://maps.google.com/?cid=9079337905859876835&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Teikoku Restaurant
Soul on Main,Nicholasville Ky,KY,USA,"111 N Main St, Nicholasville, KY 40356, USA",https://soulonmain.com/,37.8813331,-84.572926,ChIJ2VZ7XU1fQogROIPYQJp8vcQ,https://maps.google.com/?cid=14176624203986928440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Soul on Main
Bottles & Chimney,Norcross Ga,GA,USA,"5775 Jimmy Carter Blvd suite 300d, Norcross, GA 30071, USA",https://www.bottlesandchimney.com/,33.9167456,-84.2088233,ChIJeydqDKGn9YgRV0oHjNjW3U8,https://maps.google.com/?cid=5754992124399929943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Bottles & Chimney
Blanca: Food + Wine,Norfolk,VA,USA,"4117 Granby St suite a, Norfolk, VA 23504, USA",http://blancava.com/,36.8846524,-76.2818252,ChIJpVLPbNuZuokRrDRTdGVHUZQ,https://maps.google.com/?cid=10687401891795776684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,blanca Food+Wine
The Horse,Norfolk,MA,USA,"210 Dedham St, Norfolk, MA 02056, USA",https://www.thehorserestaurant.com/,42.0909366,-71.2996241,ChIJiVo-elJ75IkRUjrMg3Ccy2k,https://maps.google.com/?cid=7623358801316166226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Horse Restaurant
Codex,Norfolk,VA,USA,"429 Granby St, Norfolk, VA 23510, USA",http://codexva.com/,36.851998,-76.2895234,ChIJK4IJtUaYuokRizeXbRK3iBs,https://maps.google.com/?cid=1984036925632624523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Codex
Civil Libation,Norfolk,VA,USA,"2314 Colonial Ave 2nd and 3rd Floor, Norfolk, VA 23517, USA",https://www.theveilbrewing.com/nfk,36.8712565,-76.2906989,ChIJRcL_sOOZuokRMoSSVkG5Vpw,https://maps.google.com/?cid=11265395208190329906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Veil Brewing Co. - Norfolk
Four Eleven York,Norfolk,VA,USA,"409 W York St, Norfolk, VA 23510, USA",http://fourelevenyork.com/,36.853274,-76.296435,ChIJq1hKcm2YuokRRG-X8LJTJEo,https://maps.google.com/?cid=5342487085973991236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Restaurant at Four Eleven York
ILO Bistro,Norfolk,VA,USA,"509 Botetourt St, Norfolk, VA 23510, USA",http://ilobistro.com/,36.8531291,-76.2961736,ChIJVa7iQuGZuokRnO_TCZxoLcI,https://maps.google.com/?cid=13991954636699070364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ilo bistro
Luna Maya,Norfolk,VA,USA,"2010 Colley Ave, Norfolk, VA 23517, USA",http://lunamayarestaurant.com/,36.8704077,-76.2962392,ChIJCfYz5ziYuokRj_C9F-yVfYY,https://maps.google.com/?cid=9691066814414319759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Luna Maya
Lola's Beach Cantina,Norfolk,VA,USA,"4035 E Ocean View Ave Suite 100, Norfolk, VA 23518, USA",https://www.lolasbeachcantina.com/,36.9299719,-76.1929476,ChIJoUJrlEGRuokRXVcUkzLjQXc,https://maps.google.com/?cid=8593399370355070813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Lola's Beach Cantina
Wicker's Crab Pot,Norfolk,VA,USA,"4201 Indian River Rd, Chesapeake, VA 23325, USA",http://www.wickerscrabpot.com/,36.821293,-76.22875499999999,ChIJfUotF3e9uokR_j91EYOsFZg,https://maps.google.com/?cid=10958854947209560062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Wicker's Crab Pot Seafood
Medici in Normal,Normal,IL,USA,"120 W North St, Normal, IL 61761, USA",http://www.medicinormal.com/,40.509723,-88.98544729999999,ChIJ9au-SgdxC4gRXub1-f7zjW0,https://maps.google.com/?cid=7894233998291232350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Medici in Normal
Casita,North Adams,MA,USA,"1111 Mass MoCA Way, North Adams, MA 01247, USA",https://www.casitaberkshires.com/,42.7018194,-73.1147701,ChIJA-l0L2-54IkROQ1KWyPb4yI,https://maps.google.com/?cid=2514093961904786745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Casita
Mermaid Winery - Norfolk,Norfolk,VA,USA,"101 Granby St, Norfolk, VA 23510, USA",http://www.mermaidwinery.com/,36.846560499999995,-76.2925382,ChIJ5WvzngyYuokROepshItzC9E,https://maps.google.com/?cid=15063260421730134585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mermaid Winery & Restaurant
Door Prize,North Adams,MA,USA,"40 Main St, North Adams, MA 01247, USA",http://doorprizenama.com/,42.698851000000005,-73.1133385,ChIJg8qvRnW54IkR2osX949ODsw,https://maps.google.com/?cid=14703776213644053466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Door Prize
Manuel's Bread Cafe,North Augusta,SC,USA,"505 Railroad Ave #100, North Augusta, SC 29841, USA",http://manuelsbreadcafe.com/,33.4880272,-81.98197859999999,ChIJi9teKFnM-YgRdO1Bb1kQRZQ,https://maps.google.com/?cid=10683963667311095156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Manuel's Bread Cafe - North Augusta, SC"
PUBLIC eat+drink,North Adams,MA,USA,"34 Holden St, North Adams, MA 01247, USA",http://www.publiceatanddrink.com/,42.700052,-73.111806,ChIJuZ9H0T-44IkRG9U3gNN4eYY,https://maps.google.com/?cid=9689908923048908059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,PUBLIC eat+drink
"Benihana - Miami Beach, FL",North Bay Village,FL,USA,"1665 79th Street Causeway, North Bay Village, FL 33141, USA",https://www.benihana.com/,25.8492542,-80.15097,ChIJjzA0IlOy2YgRbrltXmbPdj8,https://maps.google.com/?cid=4573070510219180398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Benihana - Miami Beach (North Bay Village)
Maison Ostrow,North Bay Village,FL,USA,"1666 79th Street Causeway Suite 102, North Bay Village, FL 33141, USA",https://www.maisonostrow.com/,25.848180799999998,-80.1510179,ChIJSeE1l9uz2YgRxZY0cKBMT9c,https://maps.google.com/?cid=15514703493275621061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Maison Ostrow
Harry's Food and Drink,North Bergen Nj,NJ,USA,"8101 Bergenline Ave, North Bergen, NJ 07047, USA",http://www.harrysfoodanddrink.com/,40.803142,-74.0058554,ChIJrWh5aR1YwokRfliehYnAAhU,https://maps.google.com/?cid=1513984121634707582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Harry’s Food and Drink
Asian Fusion Grills & Sushi,North Bergen Nj,NJ,USA,"7827 Bergenline Ave, North Bergen, NJ 07047, USA",http://fusiongrillsandsushi.com/,40.801651799999995,-74.0069911,ChIJX5gDVxhYwokRbc5mQueluSg,https://maps.google.com/?cid=2934559044878650989&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Asian Fusion and Sushi
